"","CON_1","CON_2","PNA_1","PNA_2"
"LK433_RS02815",208.404640186028,230.031187242291,351.158640519396,407.685451601578
"LK433_RS02820",333.611077112849,352.023246507144,631.413693384149,643.233377471063
"LK433_RS02825",462.653796760666,456.013918952846,838.79947095233,952.079608136964
"LK433_RS02830",679.651000060867,661.479356776703,1390.72991954725,1820.5869898765
"LK433_RS02835",2080.52773668171,2106.42308063532,5613.34245642491,4334.67347657522
"LK433_RS02840",316.414688117216,315.898028163237,527.257304649591,571.611518259682
"LK433_RS02845",275.668357030935,283.345647523723,507.63227769117,540.333258852867
"LK433_RS02850",263.082419807581,305.315758885357,600.80701097472,650.505105138452
"LK433_RS02855",167.261483047853,177.325251179881,325.896592537605,321.108913609192
"LK433_RS02860",182.700021894667,183.020634965773,191.153604708663,149.024051161213
"LK433_RS02865",171.52787890319,178.92174678151,182.971635065516,128.663681324338
"LK433_RS02870",31.6806108792172,39.493079519241,62.5825574481513,41.0215959414089
"LK433_RS02875",479.750938159682,477.404768610505,714.289151791581,740.632197375224
"LK433_RS02880",189.388915036724,212.384320646258,257.561542537653,275.854347940674
"LK433_RS02885",363.032645866504,339.169121719621,274.415181923506,254.290655857229
"LK433_RS02890",585.739634252862,611.008460922938,536.309186114064,431.337286981073
"LK433_RS02895",192.184930282598,193.639521358604,155.837168754232,145.258421535771
"LK433_RS02900",696.008838781117,720.856991155023,655.696362219772,767.648993473751
"LK433_RS02910",80.0712241384905,89.2022149305334,245.365945032996,207.518763796885
"LK433_RS02915",1547.87332502262,1500.78099035362,1169.2206479878,612.199717984879
"LK433_RS02920",118.039555870602,138.000464080013,316.952889283294,255.649979282986
"LK433_RS02925",73.8719630727726,79.4201041774707,175.001748474378,144.947819066343
"LK433_RS02930",1234.79027383189,1176.8726277452,471.182663858236,492.276509045982
"LK433_RS02940",45.1165842431709,39.1119492514509,40.0016812772152,23.9465876082521
"LK433_RS02945",1244.5637784359,1085.22036671885,744.725043654894,636.548990451525
"LK433_RS02950",44.8323213361482,45.0527388414901,27.3518768589998,16.1078645663429
"LK433_RS02955",34.3222398198333,29.9083168094517,33.6137770137241,19.4224012786595
"LK433_RS02960",51.0235402489101,49.1492467133695,70.9073955666871,42.3053443207987
"LK433_RS02965",80.1452049689133,80.3423817841448,61.4787777395193,74.1207634774572
"LK433_RS02970",596.712812315009,553.573951318473,243.492408541109,275.905754289563
"LK433_RS02975",55.2156543577404,51.7575186771633,75.4512272257737,69.7768147180492
"LK433_RS02980",167.771194220276,169.181920017904,182.418090514988,147.889914679535
"LK433_RS02995",86.0335386350853,88.0624519624671,80.0195719541343,68.1116043564858
"LK433_RS03000",434.502318043485,412.593199417468,348.770300771167,401.450209645068
"LK433_RS03005",361.784935276997,375.077805083681,283.4350694703,350.22781477004
"LK433_RS03010",555.161415762585,522.561736749316,536.98352787047,552.299277596959
"LK433_RS03015",37.7185377190146,37.9246778802738,57.6918521778242,47.1012679339883
"LK433_RS03020",41.387940917289,39.7458990983736,54.2279232712736,46.720964634282
"LK433_RS03025",61.8165795897743,60.7297425104942,82.4803707557187,60.3536994064636
"LK433_RS03030",94.8325470166493,101.971127626761,99.5812975042511,114.483641602457
"LK433_RS03035",112.675380202499,115.327906524682,107.385743850332,115.110447254762
"LK433_RS03040",11.8650757262885,11.0665592843253,25.6036819901394,18.1573026919714
"LK433_RS03045",15.3855598289021,13.8105321343352,32.5734121436332,24.7486264276672
"LK433_RS03050",14.6218204057925,13.6010792207048,23.6901583862435,15.0099810513263
"LK433_RS03055",1.42219460603297,1.10388682457835,0.54217141453371,1.09496185300891
"LK433_RS03060",19.7023924471542,19.4491917290277,45.4992004055859,39.8188061846224
"LK433_RS03065",23.2297778886801,27.1961801202378,61.6024277349729,52.8161632748378
"LK433_RS03070",36.3456678658272,42.5776830968687,137.739690499625,104.061384257398
"LK433_RS03075",54.5845505202,49.1910047819451,193.53366014263,161.962254650205
"LK433_RS03080",52.2919080249188,45.1491253822548,87.7583373601675,73.8481326484731
"LK433_RS03085",72.1144203687047,66.5719427211338,105.361481730415,98.3287776549833
"LK433_RS03090",65.2693975488428,63.8771143525896,367.991520974019,419.030433640615
"LK433_RS03095",58.6313881669821,64.0185419187556,314.716063045858,301.491463657993
"LK433_RS03100",59.8337587823871,68.0689773075165,71.9106970392115,48.2099069704594
"LK433_RS03105",3.40904532652059,4.41008589163646,31.8402485262524,5.7414395863941
"LK433_RS03110",90.0569700666462,85.5830319858578,83.2766881950044,63.5175872524373
"LK433_RS03115",65.6241225355213,88.1885533972319,124.153207872887,120.090349796607
"LK433_RS03120",118.515206370121,108.715199446588,289.146286756593,223.684772423351
"LK433_RS03125",118.009126010901,134.253511697963,248.893466663759,238.305574751497
"LK433_RS03130",148.220000899195,154.565906905493,402.779143857093,395.442641416271
"LK433_RS03135",127.213488893452,132.576113722119,96.7442632662489,83.7814120910775
"LK433_RS03140",69.2430998812302,63.5457707172456,58.9103127604284,45.1842852155707
"LK433_RS03145",33.5773571573877,31.6311160533803,25.846994749354,20.1067557760251
"LK433_RS03150",29.9134692829761,30.9578679587456,40.0675212240694,21.5577869417045
"LK433_RS03155",76.2086584283473,81.3179670652527,189.327132425195,198.982825771796
"LK433_RS03160",61.3903081783909,58.6043510664401,91.4444234388036,57.0439804067543
"LK433_RS03165",35.4724986678494,28.4510135765844,69.980932330383,51.2074341489204
"LK433_RS03170",234.671862187024,231.998742449785,644.796872905138,604.072934915366
"LK433_RS03175",137.318476405578,131.076572871219,236.85164872466,262.82300922657
"LK433_RS03180",139.978059536777,131.728726123133,80.5986719192827,66.5164211898942
"LK433_RS03185",160.838758505241,152.006840512926,106.346430077683,107.709406640753
"LK433_RS03190",108.265556715621,99.808987313365,116.51526545542,138.577247047465
"LK433_RS03195",131.248245071043,108.240045602852,62.0221507750958,64.4715820222171
"LK433_RS03200",117.700039128225,104.940127704018,82.758968548477,65.0301376636999
"LK433_RS03205",784.24610357936,742.201471725577,445.88150335301,430.87470472311
"LK433_RS03210",133.298998900278,124.688287826815,98.5057688780934,96.7073730333257
"LK433_RS03215",93.0778838898311,87.7291508307631,95.5134427694622,105.371745275211
