"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS10200",2.08676358061413,8.74154695467778,377.636987305446,7.57531857928971e-27,1.05183298473438e-23,"LK433_RS10200","LK433_RS10200"
"LK433_RS12875",2.43568718014818,8.22378449957201,385.814549693595,4.44345288453619e-27,1.05183298473438e-23,"LK433_RS12875","LK433_RS12875"
"LK433_RS02520",1.95031468427423,7.5538802101755,210.934282181996,7.89468945023775e-21,5.48088815082756e-18,"LK433_RS02520","LK433_RS02520"
"LK433_RS07140",2.58443700444982,7.04799832384521,213.625007923416,5.92801566992009e-21,5.48088815082756e-18,"LK433_RS07140","LK433_RS07140"
"LK433_RS06275",1.26857683131317,9.1582209326264,195.166534450643,4.49491387327312e-20,2.49647516521589e-17,"LK433_RS06275","LK433_RS06275"
"LK433_RS01380",-0.932346836406556,11.5782282062481,157.579204480431,5.98928480279027e-18,2.7720406495581e-15,"LK433_RS01380","LK433_RS01380"
"LK433_RS02525",1.93512899570468,6.92311196877608,149.579111344937,1.37482918436929e-17,5.45414377856216e-15,"LK433_RS02525","LK433_RS02525"
"LK433_RS01385",-0.895950458867524,10.6153269575352,120.681887481219,1.16078933596839e-15,4.02938998248027e-13,"LK433_RS01385","LK433_RS01385"
"LK433_RS12870",2.17080268172227,6.88524012055974,123.492325173224,1.69171657285471e-15,5.21988546979726e-13,"LK433_RS12870","LK433_RS12870"
"LK433_RS08645",0.969000119638879,10.0342522705169,115.554902825933,3.03367467671169e-15,8.42451457722837e-13,"LK433_RS08645","LK433_RS08645"
"LK433_RS09935",1.27665366782066,7.79935266321925,110.109690560964,6.10500657778661e-15,1.41280027220945e-12,"LK433_RS09935","LK433_RS09935"
"LK433_RS12220",-0.99873789009134,8.3865654519612,110.196551064062,6.01437586089587e-15,1.41280027220945e-12,"LK433_RS12220","LK433_RS12220"
"LK433_RS12210",-0.972372414301176,9.49305717885652,106.752544245078,1.12052177592421e-14,2.39360690133964e-12,"LK433_RS12210","LK433_RS12210"
"LK433_RS01390",-0.847829473958575,9.57617891003961,102.983926496715,2.14066653999078e-14,4.24616498682457e-12,"LK433_RS01390","LK433_RS01390"
"LK433_RS11425",2.95773010232684,9.41398207782131,226.463912232989,2.54682395306725e-14,4.71502007844516e-12,"LK433_RS11425","LK433_RS11425"
"LK433_RS02515",1.98037924637328,7.4895180204127,121.872020737122,2.78030170436985e-14,4.82556114564693e-12,"LK433_RS02515","LK433_RS02515"
"LK433_RS02510",1.76567446664266,7.47406044328881,108.628906478941,3.97668828416102e-14,6.49603727359715e-12,"LK433_RS02510","LK433_RS02510"
"LK433_RS09775",0.776059987312782,9.84449348758453,99.0513015887183,4.38410376385716e-14,6.76369786235074e-12,"LK433_RS09775","LK433_RS09775"
"LK433_RS03570",-0.691139028309076,10.2535521215808,96.3648522343431,7.23044664445645e-14,1.05678685956082e-11,"LK433_RS03570","LK433_RS03570"
"LK433_RS09780",0.811961440671613,9.26341936082106,90.395243411081,2.27067474366464e-13,3.15283188157835e-11,"LK433_RS09780","LK433_RS09780"
"LK433_RS03650",0.621033275182399,11.7811454161877,85.2391824817633,6.34099354516661e-13,8.38520908329889e-11,"LK433_RS03650","LK433_RS03650"
"LK433_RS02140",0.778367235011573,9.82754805823754,84.3561189443554,7.58907605754495e-13,9.57948373263742e-11,"LK433_RS02140","LK433_RS02140"
"LK433_RS12865",2.03689881663222,6.40198866877962,86.2538986705733,8.00190874838775e-13,9.66143504098817e-11,"LK433_RS12865","LK433_RS12865"
"LK433_RS07845",-0.494450812475725,12.0728116962799,81.0463856806997,1.50360083181817e-12,1.67019980398362e-10,"LK433_RS07845","LK433_RS07845"
"LK433_RS12635",0.768885942351182,9.63341994440874,81.0978398603815,1.48751357934484e-12,1.67019980398362e-10,"LK433_RS12635","LK433_RS12635"
"LK433_RS06950",1.38743281522549,7.08142557882197,79.1891443463999,2.22306979656858e-12,2.37440954810421e-10,"LK433_RS06950","LK433_RS06950"
"LK433_RS02145",0.754308844236476,10.2757052782021,78.2758869937057,2.88435109623662e-12,2.96660851638856e-10,"LK433_RS02145","LK433_RS02145"
"LK433_RS05415",1.13920398108877,7.40259011476318,71.3133869958235,1.24261756482767e-11,1.23241034911659e-09,"LK433_RS05415","LK433_RS05415"
"LK433_RS05480",0.760093689907995,9.39907890154417,69.5588362269303,1.85019017123704e-11,1.77171658811215e-09,"LK433_RS05480","LK433_RS05480"
"LK433_RS06530",0.797046883430289,8.59027018329596,68.7187527896435,2.24316362888595e-11,2.07642179913876e-09,"LK433_RS06530","LK433_RS06530"
"LK433_RS02345",1.14704967852717,7.66436765831377,65.5656442111645,4.67727280971759e-11,4.18993115889863e-09,"LK433_RS02345","LK433_RS02345"
"LK433_RS10760",0.839238829275409,7.74227089565839,61.0975907405504,1.3706569435757e-10,1.18947322884679e-08,"LK433_RS10760","LK433_RS10760"
"LK433_RS06525",0.737423344222854,8.28162378640067,60.9676234155544,1.41508030564095e-10,1.19081151780755e-08,"LK433_RS06525","LK433_RS06525"
"LK433_RS03565",-0.580305945864468,9.52698767360906,60.6964131455158,1.51264874029579e-10,1.23547810347101e-08,"LK433_RS03565","LK433_RS03565"
"LK433_RS12240",-0.881997896413236,8.0335056964818,58.6789575449499,2.49642655251353e-10,1.98073615323716e-08,"LK433_RS12240","LK433_RS12240"
"LK433_RS13040",-0.475205097779773,12.3722407250755,58.4496597830099,2.64420454096357e-10,2.03971000284884e-08,"LK433_RS13040","LK433_RS13040"
"LK433_RS13025",-0.469200395890395,11.3264703206984,57.8114880116867,3.10511483191539e-10,2.33051456438623e-08,"LK433_RS13025","LK433_RS13025"
"LK433_RS13030",-0.479905664897038,11.3683053003937,54.6014990683007,7.06734160529329e-10,5.16473885207881e-08,"LK433_RS13030","LK433_RS13030"
"LK433_RS08655",0.920036819313671,8.27126971280009,54.5233463846801,7.52694671890717e-10,5.35957206112954e-08,"LK433_RS08655","LK433_RS08655"
"LK433_RS05370",-0.608462160444712,10.8580714226928,54.578064703858,9.16991794359049e-10,6.33152881362942e-08,"LK433_RS05370","LK433_RS05370"
"LK433_RS10915",0.497820967580619,11.1313091851822,53.5311453638057,9.3479539560247e-10,6.33152881362942e-08,"LK433_RS10915","LK433_RS10915"
"LK433_RS10765",0.679199101868126,9.30314152960635,52.8489939915403,1.11882147028706e-09,7.39754100711228e-08,"LK433_RS10765","LK433_RS10765"
"LK433_RS05580",0.817717049440898,7.95397401826089,52.6743157599364,1.17172618178478e-09,7.56717117864264e-08,"LK433_RS05580","LK433_RS05580"
"LK433_RS07405",1.49319689351804,11.2958120860343,83.2172078990957,1.61048114517797e-09,1.01643321367255e-07,"LK433_RS07405","LK433_RS07405"
"LK433_RS07390",-0.69710963396913,8.58287261214358,51.2490991496342,1.71311814836779e-09,1.05718424400386e-07,"LK433_RS07390","LK433_RS07390"
"LK433_RS01500",0.640436927856731,8.91473566785323,47.8302367449757,4.35371260419096e-09,2.62831736996484e-07,"LK433_RS01500","LK433_RS01500"
"LK433_RS03580",-0.667979088302012,8.87807104655963,46.8440485126332,5.73135954788193e-09,3.38637988605705e-07,"LK433_RS03580","LK433_RS03580"
"LK433_RS13035",-0.443696486753649,11.508205682276,45.4526723208851,8.48661213033299e-09,4.9098587262364e-07,"LK433_RS13035","LK433_RS13035"
"LK433_RS12245",-0.776085146953785,7.86707482221766,44.0289749079614,1.27552266129545e-08,7.22882944983158e-07,"LK433_RS12245","LK433_RS12245"
"LK433_RS02475",-0.66428719440161,8.24174394463335,43.5951090519482,1.44587957603521e-08,8.03041516529958e-07,"LK433_RS02475","LK433_RS02475"
"LK433_RS03320",0.723174872965412,8.51037742130974,42.1046977123804,2.23380911327406e-08,1.21633096226707e-06,"LK433_RS03320","LK433_RS03320"
"LK433_RS02790",0.820867804318899,7.82895418908109,41.9184839033888,2.35970662216951e-08,1.25391449023911e-06,"LK433_RS02790","LK433_RS02790"
"LK433_RS03575",-0.662958392377584,8.74124107259031,41.8707625137125,2.39313892627558e-08,1.25391449023911e-06,"LK433_RS03575","LK433_RS03575"
"LK433_RS00365",0.697117769598232,8.36371060259098,41.7656162577843,2.46854465878577e-08,1.26947194767557e-06,"LK433_RS00365","LK433_RS00365"
"LK433_RS11165",0.55015858246102,10.2838614830372,41.3354881233942,2.96227233429094e-08,1.49567823133199e-06,"LK433_RS11165","LK433_RS11165"
"LK433_RS12215",-0.977549981615231,8.69987324634408,49.1549689423401,3.31015962052715e-08,1.64148451182212e-06,"LK433_RS12215","LK433_RS12215"
"LK433_RS01320",1.58510237124533,7.17910850944126,49.0242288448997,3.79634185068171e-08,1.84955110865669e-06,"LK433_RS01320","LK433_RS01320"
"LK433_RS06290",-0.375537016257201,10.6276976150343,38.3496972483729,6.895058314316e-08,3.25239137136771e-06,"LK433_RS06290","LK433_RS06290"
"LK433_RS10225",0.80562387199561,7.65727625875408,38.3426246745199,6.91001407672651e-08,3.25239137136771e-06,"LK433_RS10225","LK433_RS10225"
"fabF",-0.36914343965389,12.7386300160811,38.0768637551452,7.4970646356745e-08,3.46989141554468e-06,"LK433_RS02380","LK433_RS02380"
"LK433_RS10770",0.753900259672493,11.2912632046444,48.9836008364298,7.91597973702022e-08,3.54559285962986e-06,"LK433_RS10770","LK433_RS10770"
"LK433_RS13075",-0.658238397795727,7.84859017554839,37.9134482868128,7.88348204640356e-08,3.54559285962986e-06,"LK433_RS13075","LK433_RS13075"
"LK433_RS01510",-0.805813873792754,7.12752553478224,37.2422144620209,9.70042469427838e-08,4.27588561523985e-06,"LK433_RS01510","LK433_RS01510"
"LK433_RS07035",-0.620111548501454,7.88480922991994,35.9441384679083,1.45519413669635e-07,6.21703710400885e-06,"LK433_RS07035","LK433_RS07035"
"LK433_RS10205",1.4658050328484,5.57512231159922,35.9898124336456,1.43443048828007e-07,6.21703710400885e-06,"LK433_RS10205","LK433_RS10205"
"LK433_RS13145",0.775505263168146,9.67069491101011,42.3172386545797,1.68298589890108e-07,7.08129066855803e-06,"LK433_RS13145","LK433_RS13145"
"LK433_RS03315",1.3340467789343,8.58118067871503,45.7560054802031,2.96078115020886e-07,1.22717750061642e-05,"LK433_RS03315","LK433_RS03315"
"LK433_RS10000",0.423651468730312,10.2495910658256,32.9627433285339,3.7804897548418e-07,1.54388530135231e-05,"LK433_RS10000","LK433_RS10000"
"LK433_RS08505",-0.692965452295048,7.57436464844747,32.5421809446996,4.33724363797267e-07,1.74558341777538e-05,"LK433_RS08505","LK433_RS08505"
"LK433_RS03485",-0.627876320762296,8.0741805392061,32.3857767335455,4.56540863783175e-07,1.81116282675125e-05,"LK433_RS03485","LK433_RS03485"
"LK433_RS03310",0.633218546838764,8.136659104764,32.2197095485261,4.82132994858951e-07,1.88575116439902e-05,"LK433_RS03310","LK433_RS03310"
"LK433_RS12365",0.49114508529918,8.98191658239446,31.898502343865,5.35941089735087e-07,2.06709500860325e-05,"LK433_RS12365","LK433_RS12365"
"LK433_RS13520",0.433774903516363,9.9114303274229,31.6370989684171,5.84310511459969e-07,2.22278121962237e-05,"LK433_RS13520","LK433_RS13520"
"LK433_RS03820",0.840161283752654,6.92315614038721,30.9488299924264,7.34551056806573e-07,2.75655173615115e-05,"LK433_RS03820","LK433_RS03820"
"LK433_RS06055",0.379655412283365,10.3574859156969,30.7174137288182,7.93640764659796e-07,2.93858720461367e-05,"LK433_RS06055","LK433_RS06055"
"LK433_RS10020",0.479100583272996,8.6349258906087,30.6594536439464,8.0919801501771e-07,2.9567669575055e-05,"LK433_RS10020","LK433_RS10020"
"LK433_RS00270",-0.441815947907123,9.06197292316328,30.5610494747271,8.36339080900234e-07,3.01625146449344e-05,"LK433_RS00270","LK433_RS00270"
"LK433_RS07165",0.67458940275125,7.8346688569473,30.4246785148555,8.75521135727125e-07,3.11707973578747e-05,"LK433_RS07165","LK433_RS07165"
"LK433_RS10905",0.516079927425225,8.47259247373713,29.9501045147436,1.02736802290611e-06,3.61139367039275e-05,"LK433_RS10905","LK433_RS10905"
"LK433_RS12350",0.446673504821695,8.86258595095887,29.3453569173335,1.26134500763204e-06,4.37844385774271e-05,"LK433_RS12350","LK433_RS12350"
"LK433_RS02830",0.466885315808379,8.87531899377694,28.8670997358921,1.48519550019338e-06,5.02974134638662e-05,"LK433_RS02830","LK433_RS02830"
"LK433_RS07040",-0.672208839724263,7.17865012160852,28.868929978227,1.48426446845595e-06,5.02974134638662e-05,"LK433_RS07040","LK433_RS07040"
"acpP",-0.328905712996673,11.3184549948736,28.7354023911208,1.55380417591212e-06,5.19869180302163e-05,"LK433_RS02385","LK433_RS02385"
"LK433_RS10125",0.467961438416601,9.04249234009545,28.4164934817106,1.73390289020076e-06,5.7322003881994e-05,"LK433_RS10125","LK433_RS10125"
"LK433_RS04015",0.59529263016993,8.26796219293544,28.0607612096904,1.96056582976851e-06,6.40528389325548e-05,"LK433_RS04015","LK433_RS04015"
"LK433_RS01950",0.609615297829167,7.5686732666777,27.2312460589098,2.61668738554812e-06,8.42035436897945e-05,"LK433_RS01950","LK433_RS01950"
"LK433_RS04545",0.432724002289759,10.8437130032185,27.4688727794824,2.6580553825932e-06,8.42035436897945e-05,"LK433_RS04545","LK433_RS04545"
"LK433_RS09835",-0.522393868328479,8.13094363723298,27.175422826556,2.66831539240256e-06,8.42035436897945e-05,"LK433_RS09835","LK433_RS09835"
"LK433_RS03550",-0.499618178885421,8.45310875293534,26.9292042491963,2.90895375331659e-06,8.97573841440017e-05,"LK433_RS03550","LK433_RS03550"
"LK433_RS07840",-0.417119843965357,9.72684871660707,26.9491489270152,2.88864862766986e-06,8.97573841440017e-05,"LK433_RS07840","LK433_RS07840"
"LK433_RS01945",0.573654704841812,8.50169378528641,26.2372893982631,3.71334962745076e-06,0.000113318372697041,"LK433_RS01945","LK433_RS01945"
"LK433_RS06635",0.811648266222963,6.30159438619336,25.9722890554587,4.07972653378559e-06,0.000123145658525245,"LK433_RS06635","LK433_RS06635"
"LK433_RS13710",0.388048497467275,9.84768275817832,25.8977756036588,4.18935824422562e-06,0.000125095138109834,"LK433_RS13710","LK433_RS13710"
"LK433_RS12200",-0.928560929079577,6.23494809332559,25.7743061608112,4.3777954422519e-06,0.000129331254714186,"LK433_RS12200","LK433_RS12200"
"LK433_RS05570",0.646573408180102,7.27738988397389,24.9891361578193,5.80106526109557e-06,0.000169574297158552,"LK433_RS05570","LK433_RS05570"
"LK433_RS05375",-0.502081247802928,8.83059535533722,24.7934046858228,6.22565491499128e-06,0.000180090038530529,"LK433_RS05375","LK433_RS05375"
"LK433_RS01305",0.709213751010495,6.9761566770733,24.6857231829079,6.47286917364672e-06,0.000185310904074402,"LK433_RS01305","LK433_RS01305"
"LK433_RS06285",-0.300444702712867,11.7377627836898,24.6188516818554,6.63149880575126e-06,0.000187915022281339,"LK433_RS06285","LK433_RS06285"
"LK433_RS07665",0.707746634215045,7.28782260093284,24.2739780127762,7.51608767315606e-06,0.000210830055235903,"LK433_RS07665","LK433_RS07665"
"LK433_RS08860",-0.371464947846043,8.95082405562428,24.0138840786023,8.2636845474063e-06,0.000229482519881473,"LK433_RS08860","LK433_RS08860"
"LK433_RS08650",-0.637050208881896,7.14660427414539,23.6327313868558,9.50145758247824e-06,0.000259294153580766,"LK433_RS08650","LK433_RS08650"
"LK433_RS12195",-1.09061698647648,5.87135273859619,23.6262922955457,9.52394802493271e-06,0.000259294153580766,"LK433_RS12195","LK433_RS12195"
"LK433_RS11415",-0.334184484826078,9.82016523421168,23.3445015030047,1.05643204592177e-05,0.000284826387526677,"LK433_RS11415","LK433_RS11415"
"LK433_RS00730",0.40752945294251,9.53700419668217,23.2377221445087,1.0988766285178e-05,0.00029342119205711,"LK433_RS00730","LK433_RS00730"
"LK433_RS11620",-0.47984917585925,9.04929097637824,23.079857328635,1.16489716532908e-05,0.000308087564582749,"LK433_RS11620","LK433_RS11620"
"LK433_RS10085",0.418584301619506,9.09153900428264,22.9395335776651,1.22703739280511e-05,0.000321460645266017,"LK433_RS10085","LK433_RS10085"
"LK433_RS10070",0.593179178475449,7.59863876191481,22.8679997370124,1.26002942164744e-05,0.000327018850833171,"LK433_RS10070","LK433_RS10070"
"LK433_RS06670",-0.395394845314898,10.1787506738213,22.6413448459186,1.37077961602031e-05,0.000352468054971148,"LK433_RS06670","LK433_RS06670"
"LK433_RS06455",-0.426260653133421,8.67208250717421,22.2953473578315,1.55971604881035e-05,0.000396368297185556,"LK433_RS06455","LK433_RS06455"
"LK433_RS09975",0.573783498983226,7.23958134718506,22.2776841525441,1.57005807311527e-05,0.000396368297185556,"LK433_RS09975","LK433_RS09975"
"LK433_RS06995",-0.354623269733749,10.1896190234686,22.1001858287459,1.67802472768159e-05,0.000419808528718178,"LK433_RS06995","LK433_RS06995"
"LK433_RS08615",-0.704060753608462,6.96623108681325,21.7552971012117,1.91042002526886e-05,0.000473681822336751,"LK433_RS08615","LK433_RS08615"
"LK433_RS10090",0.476493353502537,8.06317783140507,21.3894553778074,2.19375371027136e-05,0.000539119827736598,"LK433_RS10090","LK433_RS10090"
"LK433_RS02950",-0.414006238514395,8.72754984796673,21.2640005906857,2.30068247264195e-05,0.000560438177765501,"LK433_RS02950","LK433_RS02950"
"LK433_RS09675",-0.550211288336211,7.93517260101579,20.808255019532,2.73690684724159e-05,0.000660903505633903,"LK433_RS09675","LK433_RS09675"
"LK433_RS02355",0.777743918288592,7.08599621191676,20.3685143574262,3.30583405152279e-05,0.000791405272506792,"LK433_RS02355","LK433_RS02355"
"LK433_RS02955",-0.548341193426098,7.42359553029492,20.1071719786232,3.58299379454832e-05,0.000850109637662102,"LK433_RS02955","LK433_RS02955"
"LK433_RS05410",0.337377286409821,9.77923997242994,20.086100222112,3.61227717839856e-05,0.000850109637662102,"LK433_RS05410","LK433_RS05410"
"LK433_RS10910",0.589061698042604,7.83328368020733,20.0107824328266,3.71899440888881e-05,0.00086786953558691,"LK433_RS10910","LK433_RS10910"
"LK433_RS02825",0.264133513809197,10.7452745584149,19.4945242260418,4.5444511255889e-05,0.00105166173131336,"LK433_RS02825","LK433_RS02825"
"LK433_RS06280",-0.314353405974463,10.0430872426571,19.4567329427881,4.61190966163527e-05,0.00105845232482324,"LK433_RS06280","LK433_RS06280"
"LK433_RS13985",0.929974061502982,5.45833806697807,18.9364403778827,5.65404275855616e-05,0.00128698989676315,"LK433_RS13985","LK433_RS13985"
"LK433_RS07055",0.436502017177522,8.3102677499381,18.840487164385,5.87155908511826e-05,0.00132563573816044,"LK433_RS07055","LK433_RS07055"
"LK433_RS07670",0.741415167389879,10.3135270682097,22.8273234495251,6.07222381890697e-05,0.0013598843181536,"LK433_RS07670","LK433_RS07670"
"LK433_RS08225",-0.356621741309162,9.07812667262908,18.5314746446245,6.63308680108425e-05,0.00147360656372888,"LK433_RS08225","LK433_RS08225"
"LK433_RS10025",0.610910228807794,6.85414516150619,18.5112033309896,6.68650041441578e-05,0.0014736834643518,"LK433_RS10025","LK433_RS10025"
"LK433_RS13550",0.426915320522767,8.86585333027472,17.7675219451565,8.98979614136211e-05,0.00196572156571359,"LK433_RS13550","LK433_RS13550"
"LK433_RS03775",0.593769807269515,12.1677754167321,21.1896010543611,9.62431426006796e-05,0.00206323877572506,"LK433_RS03775","LK433_RS03775"
"LK433_RS10075",0.560603148142,8.27000278366686,17.9075817420172,9.6586618957241e-05,0.00206323877572506,"LK433_RS10075","LK433_RS10075"
"LK433_RS13270",0.365611537526996,9.43113799148588,17.6165094530742,9.5507572827428e-05,0.00206323877572506,"LK433_RS13270","LK433_RS13270"
"LK433_RS02835",0.343091156291649,10.3369476688416,17.2299241561597,0.00011158931106778,0.00236552302927654,"LK433_RS02835","LK433_RS02835"
"LK433_RS10615",0.477735219716256,7.83775122757977,17.2038627483492,0.000112770069630363,0.00237244305578423,"LK433_RS10615","LK433_RS10615"
"LK433_RS09045",-0.276643051865352,9.98491557211679,17.0291294507034,0.00012102976627594,0.00252706511991191,"LK433_RS09045","LK433_RS09045"
"LK433_RS08855",-0.341807722303125,9.29692516984704,16.852509368927,0.000130020015538947,0.00269451927725116,"LK433_RS08855","LK433_RS08855"
"LK433_RS06550",0.472361018392253,8.40543926878594,16.6175958963857,0.000143066295553094,0.00294292668704402,"LK433_RS06550","LK433_RS06550"
"LK433_RS08625",-0.525165770103643,7.01190654638777,16.4684612398668,0.000152049017945436,0.0031031790394527,"LK433_RS08625","LK433_RS08625"
"LK433_RS12585",-0.475342715111632,7.52499618699704,16.4517475365069,0.000153091655889456,0.0031031790394527,"LK433_RS12585","LK433_RS12585"
"LK433_RS05385",-0.307635765708189,9.95648326154299,16.4148920169951,0.000155417151347736,0.00312748861806278,"LK433_RS05385","LK433_RS05385"
"LK433_RS04110",-0.85437837786045,5.72109046055159,16.3680714182781,0.00015842452119426,0.00316507118961482,"LK433_RS04110","LK433_RS04110"
"LK433_RS01175",0.348033942518895,8.68552696712051,16.2702204314453,0.000164906761731139,0.00322497237554488,"LK433_RS01175","LK433_RS01175"
"LK433_RS06125",-0.549284271155518,7.06591245326036,16.2712099754104,0.000164839845269035,0.00322497237554488,"LK433_RS06125","LK433_RS06125"
"LK433_RS06560",0.498884725968118,10.4622728890619,18.3770339027513,0.000163836501147745,0.00322497237554488,"LK433_RS06560","LK433_RS06560"
"LK433_RS06510",-0.334473216307573,9.00661036590136,16.038446840832,0.000181385882252224,0.00352243772737361,"LK433_RS06510","LK433_RS06510"
"LK433_RS09955",0.410586138993405,8.27890350757604,15.9975940990274,0.000184463761695352,0.00355733240436105,"LK433_RS09955","LK433_RS09955"
"LK433_RS11715",-0.29073870440326,9.85376951708649,15.8937757703454,0.000192532519364022,0.00368732969844062,"LK433_RS11715","LK433_RS11715"
"LK433_RS02965",0.648310184671535,6.09811460658611,15.8426797315553,0.000196637722993189,0.00374015723802799,"LK433_RS02965","LK433_RS02965"
"LK433_RS09830",-0.349279872772293,8.27428470482396,15.7972626725065,0.000200363120140026,0.00378509105189695,"LK433_RS09830","LK433_RS09830"
"LK433_RS03090",0.714721132550731,7.26519367823299,16.1590850671996,0.000206106024689208,0.00386727317947251,"LK433_RS03090","LK433_RS03090"
"LK433_RS02595",0.241471867755187,11.0078938339175,15.6756164455288,0.00021070756736204,0.00392707996351937,"LK433_RS02595","LK433_RS02595"
"LK433_RS02930",-0.235444155421208,11.9652807857584,15.5414042033781,0.000222768032867294,0.00412417884848316,"LK433_RS02930","LK433_RS02930"
"LK433_RS06595",0.317631853777051,9.88795310540828,15.4914007616898,0.00022744318460215,0.00418284585192166,"LK433_RS06595","LK433_RS06595"
"LK433_RS00215",-0.616407851632472,7.19070440601453,15.3563359981356,0.00024106533320022,0.00437541457710465,"LK433_RS00215","LK433_RS00215"
"LK433_RS10375",-0.915970737272583,5.50076196636295,15.3612808152257,0.000240093813068859,0.00437541457710465,"LK433_RS10375","LK433_RS10375"
"LK433_RS03535",-0.672688700945761,6.21328234516081,14.9513907280806,0.00028495457601726,0.00513843414025929,"LK433_RS03535","LK433_RS03535"
"LK433_RS10080",0.516762762802977,7.45470639267844,14.8698275299362,0.000294877676031425,0.00528306649251141,"LK433_RS10080","LK433_RS10080"
"LK433_RS10725",-0.430574767019611,7.65953021175286,14.81828881429,0.000301332868675459,0.00532994507204936,"LK433_RS10725","LK433_RS10725"
"LK433_RS10925",0.259738303512963,11.4914625127344,14.8233138367609,0.000300697063921702,0.00532994507204936,"LK433_RS10925","LK433_RS10925"
"LK433_RS10010",0.470305886388525,8.02244960563322,14.7828863664326,0.000305852118285289,0.00537564134479903,"LK433_RS10010","LK433_RS10010"
"LK433_RS13260",0.327079875585956,9.43239783381823,14.7005961269618,0.000316631569020621,0.00553009979352367,"LK433_RS13260","LK433_RS13260"
"LK433_RS05365",-0.64904168403881,7.40917300597649,15.0814159018633,0.000319574416189328,0.00554661346098603,"LK433_RS05365","LK433_RS05365"
"LK433_RS10005",0.378344053477898,8.42346065513926,14.5733185801957,0.000334089739239821,0.00572695806091965,"LK433_RS10005","LK433_RS10005"
"LK433_RS10705",-0.3945255946415,8.33374491780653,14.5746652767578,0.000333899862055094,0.00572695806091965,"LK433_RS10705","LK433_RS10705"
"LK433_RS03600",-0.697124403243557,6.57887083106466,14.4719879666623,0.000348704366082267,0.00590458551591742,"LK433_RS03600","LK433_RS03600"
"LK433_RS09040",-0.355303711480654,8.5727071331006,14.4833934233082,0.000347026648263659,0.00590458551591742,"LK433_RS09040","LK433_RS09040"
"LK433_RS04415",0.553548202156802,6.73911714194856,14.3110339060994,0.000373302308179323,0.00628279096856957,"LK433_RS04415","LK433_RS04415"
"LK433_RS13645",0.295268246602076,9.57188945577828,14.2534424700819,0.000382537075004582,0.00639943046558869,"LK433_RS13645","LK433_RS13645"
"LK433_RS00650",-0.345987415052317,9.21435640738933,14.2231795552856,0.000387484796572577,0.00644338491067094,"LK433_RS00650","LK433_RS00650"
"LK433_RS02350",0.596991255135417,7.16920598608874,14.0688745848394,0.000413769478390493,0.00683951096125237,"LK433_RS02350","LK433_RS02350"
"LK433_RS03560",-0.607460469634785,6.35486009904177,13.9570764684797,0.000433969471878616,0.00713096581897583,"LK433_RS03560","LK433_RS03560"
"LK433_RS01920",0.273126542634803,10.092752061151,13.8883914660306,0.000446886815497017,0.00725733734874395,"LK433_RS01920","LK433_RS01920"
"LK433_RS07835",0.784941331183183,6.04034091442411,13.8959010486293,0.000445455214100803,0.00725733734874395,"LK433_RS07835","LK433_RS07835"
"LK433_RS06025",0.256498046482281,10.1489489391083,13.854213081361,0.00045346328740993,0.00732132296010103,"LK433_RS06025","LK433_RS06025"
"LK433_RS06935",-0.326304350352796,9.41090103145766,13.7672826926867,0.000470648560414407,0.0075548615738197,"LK433_RS06935","LK433_RS06935"
"LK433_RS08795",-0.309422260027775,9.24550024994605,13.6888710413977,0.000486732097787779,0.00776813238825668,"LK433_RS08795","LK433_RS08795"
"LK433_RS12480",-0.289811372292282,9.34902856872875,13.6694249751403,0.00049080876326933,0.00778843391770817,"LK433_RS12480","LK433_RS12480"
"LK433_RS12190",-0.989329607602143,4.9513126592238,13.6362575809813,0.000497844272366163,0.0078551905929593,"LK433_RS12190","LK433_RS12190"
"LK433_RS03785",-0.337748920055876,8.68419131834681,13.5516571934591,0.000516269910340829,0.00809989571195753,"LK433_RS03785","LK433_RS03785"
"LK433_RS07850",-0.292713485733992,10.0183990573694,13.5105981453213,0.000525467254248951,0.00819787957892887,"LK433_RS07850","LK433_RS07850"
"LK433_RS05575",0.585297400408626,9.47455758173698,15.2814515007704,0.00053597908129175,0.00826896615970662,"LK433_RS05575","LK433_RS05575"
"LK433_RS07350",-0.357891212814479,8.3712293779903,13.4654814706161,0.000535770725006638,0.00826896615970662,"LK433_RS07350","LK433_RS07350"
"LK433_RS01810",0.602499470902614,6.92809004403866,13.4087538679522,0.000549025478654464,0.00842344615593064,"LK433_RS01810","LK433_RS01810"
"LK433_RS10430",-0.452957727431721,7.9018193192615,13.302598288214,0.00057475587064103,0.00876976402620956,"LK433_RS10430","LK433_RS10430"
"LK433_RS12700",0.26050150353158,10.4521151586848,13.2842972534925,0.000579317288461762,0.00879106071070116,"LK433_RS12700","LK433_RS12700"
"LK433_RS05100",0.468798038227004,7.18000576877225,13.2151906899179,0.000596884833049509,0.00900841946401351,"LK433_RS05100","LK433_RS05100"
"LK433_RS00645",-0.353059108058852,8.17538837747423,13.1907888916302,0.000603219924922113,0.00905482017031733,"LK433_RS00645","LK433_RS00645"
"LK433_RS03595",-0.506478745914665,7.48864789556117,13.1353415915548,0.000617876941088056,0.00922496916882543,"LK433_RS03595","LK433_RS03595"
"LK433_RS05880",-0.690020556754219,6.44500556713717,13.0670468483233,0.000636441997676974,0.00945133383716019,"LK433_RS05880","LK433_RS05880"
