"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"LK433_RS14185",-0.347288499463491,7.4883282585176,8.29119259974624,0.00559854763351744,0.0424785977548577,"LK433_RS14185","LK433_RS14185"
"LK433_RS13300",0.332960899633331,7.75895386528676,8.24791997200102,0.00571606353835667,0.0432520666103991,"LK433_RS13300","LK433_RS13300"
"LK433_RS14765",-0.571878268714966,5.8121089458868,8.20970611132937,0.00582199886437429,0.0439339425173027,"LK433_RS14765","LK433_RS14765"
"LK433_RS00605",0.211674319864008,10.0527190752316,8.11878691919627,0.00608243113741635,0.0456834206633349,"LK433_RS00605","LK433_RS00605"
"LK433_RS08440",0.342801401008458,7.76942091280444,8.11731871265062,0.00608673591841336,0.0456834206633349,"LK433_RS08440","LK433_RS08440"
"LK433_RS13130",-0.269153537271192,9.25968462382145,8.09340891061231,0.006157292462628,0.0460884128536872,"LK433_RS13130","LK433_RS13130"
"LK433_RS11785",-0.558224496805429,5.84441768695162,8.04975585793329,0.00628833956957882,0.0469427929696784,"LK433_RS11785","LK433_RS11785"
"LK433_RS03460",0.285620148040417,7.91309976159554,8.00375242751386,0.00642962412396371,0.0478688101668826,"LK433_RS03460","LK433_RS03460"
"LK433_RS07325",-0.831612620845172,4.50533019863161,7.99174864477418,0.00646703680130185,0.0480186128267787,"LK433_RS07325","LK433_RS07325"
"LK433_RS01675",0.279067424652632,8.67118671027523,7.92496809971608,0.00667940087547356,0.0494631899498402,"LK433_RS01675","LK433_RS01675"
"LK433_RS11485",0.438003327939928,6.69647711073703,7.89457159430445,0.00677848249822788,0.0500634199403692,"LK433_RS11485","LK433_RS11485"
"LK433_RS01520",-0.288896364219038,8.00507336536123,7.88462405088435,0.00681124304053022,0.0501719414417836,"LK433_RS01520","LK433_RS01520"
"LK433_RS07290",-0.324978000513298,7.66705971558448,7.85531626503785,0.00690873613078137,0.0507554503576187,"LK433_RS07290","LK433_RS07290"
"LK433_RS04145",0.579397984036928,5.69326328859032,7.8353914471249,0.00697585494686923,0.0511133223943426,"LK433_RS04145","LK433_RS04145"
"LK433_RS02915",0.471099881528539,9.05625179860033,8.47398586645002,0.00705374438721821,0.0515480214823815,"LK433_RS02915","LK433_RS02915"
"LK433_RS03320",0.309512614094557,8.51037742130974,7.79533252848439,0.00711288460325857,0.0517080642493431,"LK433_RS03320","LK433_RS03320"
"LK433_RS05400",-0.384739024555189,6.99052713565522,7.79571799745505,0.00711155260240853,0.0517080642493431,"LK433_RS05400","LK433_RS05400"
"LK433_RS06340",0.442997192491274,6.83693071475749,7.77675496345303,0.00717739256588054,0.0519052582173184,"LK433_RS06340","LK433_RS06340"
"LK433_RS08930",0.306659353023253,8.21959216662014,7.77895501541202,0.00716972113122278,0.0519052582173184,"LK433_RS08930","LK433_RS08930"
"LK433_RS08830",-0.44840507299633,6.61132651606146,7.75865679098895,0.00724082879088655,0.0522280040319272,"LK433_RS08830","LK433_RS08830"
"LK433_RS02170",-0.455326437765646,6.36815810815255,7.7357189613324,0.00732207845261214,0.0524192885480337,"LK433_RS02170","LK433_RS02170"
"LK433_RS03085",0.378406184688794,6.87049101925628,7.73518620566136,0.00732397693793197,0.0524192885480337,"LK433_RS03085","LK433_RS03085"
"LK433_RS12640",0.483645279691483,6.18730230753961,7.73796773501836,0.00731407061476949,0.0524192885480337,"LK433_RS12640","LK433_RS12640"
"LK433_RS14480",-0.249191012879883,8.4662519169757,7.71300347476892,0.00740348772184271,0.0528521475669851,"LK433_RS14480","LK433_RS14480"
"LK433_RS00465",-0.238626181959758,9.75448166123752,7.70243393101688,0.00744169216272971,0.0529886644510267,"LK433_RS00465","LK433_RS00465"
"LK433_RS01770",0.428657439273925,7.24751040542692,7.69106967188701,0.00748300101958827,0.0530839710541539,"LK433_RS01770","LK433_RS01770"
"LK433_RS04130",0.765279464680112,4.51825086897575,7.68824444458878,0.0074933081214362,0.0530839710541539,"LK433_RS04130","LK433_RS04130"
"LK433_RS11935",0.161623333415627,11.3326586555058,7.66597766893241,0.00757506811719945,0.0535266263650455,"LK433_RS11935","LK433_RS11935"
"LK433_RS10590",0.1626346870527,11.2970845908201,7.63966268131982,0.00767290617208939,0.054080356446427,"LK433_RS10590","LK433_RS10590"
"LK433_RS13280",0.337194972805844,7.36161720956899,7.62514855207726,0.00772743817250562,0.0543268248229066,"LK433_RS13280","LK433_RS13280"
"LK433_RS03210",0.908677134405981,4.48385377314912,7.61836693050872,0.00775305773873124,0.0543692963142845,"LK433_RS03210","LK433_RS03210"
"LK433_RS11725",-0.245262023386602,10.1242404573284,7.55210193583814,0.00805186726606376,0.0563225072993931,"LK433_RS11725","LK433_RS11725"
"LK433_RS10405",-0.563648321311502,5.7013047200148,7.53465420629459,0.00807678654473202,0.0563548649113589,"LK433_RS10405","LK433_RS10405"
"LK433_RS00010",0.295085341529482,8.67995577523401,7.52216514972448,0.0081262921296048,0.0565581785561717,"LK433_RS00010","LK433_RS00010"
"LK433_RS01570",-0.219624309395751,9.92087492878286,7.46438258983681,0.00835953820984895,0.0579773316607841,"LK433_RS01570","LK433_RS01570"
"LK433_RS12745",-0.283749584663209,8.26626446983934,7.46135517533435,0.0083719517450394,0.0579773316607841,"LK433_RS12745","LK433_RS12745"
"LK433_RS01955",0.510987831463342,6.22380705963199,7.44818746908733,0.00842617090430292,0.0580632173728268,"LK433_RS01955","LK433_RS01955"
"LK433_RS07105",-0.313940003175901,7.75811002092704,7.44851303820122,0.00842482588951442,0.0580632173728268,"LK433_RS07105","LK433_RS07105"
"LK433_RS08885",0.231025656201997,9.13965798348533,7.43147356222253,0.00849552580490688,0.0581085595079468,"LK433_RS08885","LK433_RS08885"
"LK433_RS09465",0.98914659158002,3.39654261942002,7.43367171417065,0.00848637021587733,0.0581085595079468,"LK433_RS09465","LK433_RS09465"
"LK433_RS13065",-0.411312756532538,6.79911607551836,7.43374206886727,0.00848607735135519,0.0581085595079468,"LK433_RS13065","LK433_RS13065"
"LK433_RS09460",0.623840705893484,5.30653705595038,7.38929559879258,0.00867323550953383,0.0591783169778266,"LK433_RS09460","LK433_RS09460"
"LK433_RS02355",-0.456066629284476,7.08599621191676,7.36539443386927,0.00881005963708076,0.0599645480690521,"LK433_RS02355","LK433_RS02355"
"LK433_RS01910",0.49526629044673,6.11467420091572,7.3342444219475,0.0089111052189305,0.0600634446431311,"LK433_RS01910","LK433_RS01910"
"LK433_RS05365",-0.460650723011453,7.40917300597649,7.45735120559722,0.00885626440745992,0.0600634446431311,"LK433_RS05365","LK433_RS05365"
"LK433_RS05435",-0.694299308999659,5.11514984664893,7.33808524213428,0.00889428816290273,0.0600634446431311,"LK433_RS05435","LK433_RS05435"
"LK433_RS07070",-1.33974986745602,2.76489127402623,7.33453090533863,0.0089098496922428,0.0600634446431311,"LK433_RS07070","LK433_RS07070"
"LK433_RS09355",-0.293877308507556,8.14886154507926,7.30822732186793,0.00902590843249176,0.0606899460460766,"LK433_RS09355","LK433_RS09355"
"LK433_RS06595",0.219091439244271,9.88795310540828,7.28918096383325,0.00911094157977379,0.0611137313213329,"LK433_RS06595","LK433_RS06595"
"LK433_RS07300",-0.322041187197432,7.58155162319185,7.27534845869219,0.00917322708594414,0.0613832569100406,"LK433_RS07300","LK433_RS07300"
"LK433_RS02600",0.225640623304366,9.40061189304228,7.23655030572979,0.00935033908990896,0.062418008780474,"LK433_RS02600","LK433_RS02600"
"LK433_RS04045",0.5772812652803,5.47365679962341,7.22764702636675,0.00939148920825149,0.062542363384447,"LK433_RS04045","LK433_RS04045"
"LK433_RS06875",0.264287137633545,9.34015212125584,7.20913150699898,0.00951352729505668,0.0629453553999256,"LK433_RS06875","LK433_RS06875"
"LK433_RS10015",0.389617832873481,6.59001499741988,7.20379739398951,0.00950266485515961,0.0629453553999256,"LK433_RS10015","LK433_RS10015"
"LK433_RS10860",-0.24838568074951,9.31966186059074,7.20010447781202,0.00952000333740322,0.0629453553999256,"LK433_RS10860","LK433_RS10860"
"LK433_RS06090",-0.737332622206014,4.70485867656476,7.18009431627178,0.00961453503035376,0.0634193913997444,"LK433_RS06090","LK433_RS06090"
"LK433_RS05205",0.24314521315579,8.60850923236536,7.16995396111832,0.00966281788850213,0.0635868371477972,"LK433_RS05205","LK433_RS05205"
"LK433_RS02430",0.716297486815639,5.14375377931452,7.1500678240356,0.00975824985634293,0.0640630256526343,"LK433_RS02430","LK433_RS02430"
"LK433_RS08840",-0.386584424530222,6.9225087098802,7.11292763276679,0.00993915819004329,0.0650967978626184,"LK433_RS08840","LK433_RS08840"
"LK433_RS01490",0.312034018042929,7.9217598248433,7.04880807368136,0.0102598701932326,0.0666794429814514,"LK433_RS01490","LK433_RS01490"
"LK433_RS02420",0.817888213285667,4.71555750059875,7.05392691356447,0.0102338696923833,0.0666794429814514,"LK433_RS02420","LK433_RS02420"
"LK433_RS02830",0.231463052253236,8.87531899377694,7.04477400933969,0.0102804098879088,0.0666794429814514,"LK433_RS02830","LK433_RS02830"
"LK433_RS05465",-0.735565203554902,4.48869972317716,7.04644217332025,0.0102719110616187,0.0666794429814514,"LK433_RS05465","LK433_RS05465"
"LK433_RS07915",-0.36494440129216,6.85754216809139,7.04076649726866,0.0103008574141313,0.0666794429814514,"LK433_RS07915","LK433_RS07915"
"LK433_RS08120",0.630948573678737,7.79393286920702,7.60663790975833,0.0103253055839082,0.0666822642011931,"LK433_RS08120","LK433_RS08120"
"LK433_RS02220",0.386950970445866,7.01272377048232,7.02051595448368,0.0104048410261043,0.0670400081890759,"LK433_RS02220","LK433_RS02220"
"LK433_RS04895",2.1116388427359,1.18614194828082,7.00600084693902,0.0104800561504916,0.0673683239118404,"LK433_RS04895","LK433_RS04895"
"LK433_RS02105",0.375796088181655,7.22792256742532,6.99550463954388,0.0105348038018311,0.0674081800868314,"LK433_RS02105","LK433_RS02105"
"LK433_RS07080",0.165911281372257,10.6391729976127,6.99967988511532,0.0105129898302288,0.0674081800868314,"LK433_RS07080","LK433_RS07080"
"LK433_RS13935",0.459685141853859,6.15304698839687,6.98830955269972,0.010572507548149,0.0674939160027811,"LK433_RS13935","LK433_RS13935"
"LK433_RS12125",0.419749798212835,6.63806276430456,6.96026663750338,0.0107208249694815,0.0682837865602066,"LK433_RS12125","LK433_RS12125"
"LK433_RS01420",0.580655563022236,5.44509145914218,6.95515976884325,0.0107480708230781,0.0683006697384163,"LK433_RS01420","LK433_RS01420"
"LK433_RS12965",0.710118630418032,5.09583258841393,6.9343058256325,0.0108600915499933,0.068854964005323,"LK433_RS12965","LK433_RS12965"
"LK433_RS01250",-0.20264582262165,9.28540675000664,6.9184550478466,0.0109460622038731,0.0689427368865234,"LK433_RS01250","LK433_RS01250"
"LK433_RS13275",0.308138082167155,7.84264893254019,6.92311753169153,0.0109206996138669,0.0689427368865234,"LK433_RS13275","LK433_RS13275"
"LK433_RS14655",0.356310538207975,7.31786091826511,6.91802320341905,0.0109484144641544,0.0689427368865234,"LK433_RS14655","LK433_RS14655"
"LK433_RS07295",-0.309047503310365,7.56305985382471,6.90736815204223,0.0110066222124528,0.0691524658008629,"LK433_RS07295","LK433_RS07295"
"LK433_RS10645",0.728874065828726,4.56813115125919,6.90052248118399,0.0110441921704294,0.0692318773302086,"LK433_RS10645","LK433_RS10645"
"LK433_RS12720",-0.344487610177324,7.38976825456764,6.84396442997526,0.0113598277754756,0.0710500939921078,"LK433_RS12720","LK433_RS12720"
"LK433_RS06735",-0.703867276349996,4.45579869522447,6.82098398196285,0.0114907886828539,0.0717076857804164,"LK433_RS06735","LK433_RS06735"
"LK433_RS05085",-0.19467248158176,9.32234642968911,6.79242332340999,0.0116557796310199,0.0725742153258793,"LK433_RS05085","LK433_RS05085"
"LK433_RS11545",0.767598097623656,4.5319356497442,6.78250872365437,0.0117136393448534,0.0727713119925231,"LK433_RS11545","LK433_RS11545"
"LK433_RS03225",0.186975545018022,10.2070462628201,6.76791185517865,0.0117993775396946,0.0731325727352988,"LK433_RS03225","LK433_RS03225"
"LK433_RS14505",0.218317144212324,9.23419777602283,6.76366280988783,0.0118244599057073,0.0731325727352988,"LK433_RS14505","LK433_RS14505"
"LK433_RS07110",-0.27821400702897,8.07556933211705,6.73502230082086,0.0119950051666131,0.0740225096615211,"LK433_RS07110","LK433_RS07110"
"LK433_RS01880",-0.197038232653282,9.18050073487585,6.72231043110978,0.0120715326192283,0.0743295922030975,"LK433_RS01880","LK433_RS01880"
"LK433_RS09050",-0.331465506986706,7.67763720155559,6.71191344116202,0.0121345082362053,0.0745520561326152,"LK433_RS09050","LK433_RS09050"
"LK433_RS13590",0.601807404028243,5.2748867674442,6.68519567159943,0.0122979406885485,0.0753893626757158,"LK433_RS13590","LK433_RS13590"
"LK433_RS00375",-0.142127501323788,12.320882299125,6.65530763566008,0.0124835305114839,0.0763585115206843,"LK433_RS00375","LK433_RS00375"
"LK433_RS07085",0.177711118705005,11.5833129096432,6.63848330651715,0.0125893034559299,0.0767788320906674,"LK433_RS07085","LK433_RS07085"
"LK433_RS11170",0.182263661199964,9.98717301909479,6.63559721383511,0.0126075431880966,0.0767788320906674,"LK433_RS11170","LK433_RS11170"
"LK433_RS07235",-0.49514053102206,5.78849484557587,6.62000975207735,0.0127065387632378,0.0772123810623879,"LK433_RS07235","LK433_RS07235"
"LK433_RS11245",0.770515142185684,5.05117981071213,6.60407528598754,0.0128646689467856,0.078002588788698,"LK433_RS11245","LK433_RS11245"
"LK433_RS02575",-0.187078030149552,9.77080266912694,6.53462732823481,0.0132636044471521,0.0799551527731729,"LK433_RS02575","LK433_RS02575"
"LK433_RS04700",0.843498137933017,3.93720862533277,6.5332090081967,0.0132730736148479,0.0799551527731729,"LK433_RS04700","LK433_RS04700"
"LK433_RS05880",-0.490483812073688,6.44500556713717,6.53969890975884,0.0132298034160778,0.0799551527731729,"LK433_RS05880","LK433_RS05880"
"LK433_RS02715",0.362715339996041,7.39155212309742,6.51497361577745,0.0133954590698377,0.0802989969490017,"LK433_RS02715","LK433_RS02715"
"LK433_RS03975",0.469665501054551,6.04502384217769,6.51461913823531,0.0133978499316436,0.0802989969490017,"LK433_RS03975","LK433_RS03975"
"LK433_RS10070",0.316334904375223,7.59863876191481,6.51179692550096,0.0134169011826924,0.0802989969490017,"LK433_RS10070","LK433_RS10070"
"LK433_RS10055",0.38729046405593,6.84253488849691,6.50110289803833,0.0134893516971474,0.0803861151566058,"LK433_RS10055","LK433_RS10055"
"LK433_RS12360",-0.25449196245519,8.15725103352066,6.50224964313025,0.0134815628583385,0.0803861151566058,"LK433_RS12360","LK433_RS12360"
"LK433_RS00030",-0.163058504708511,12.0486396040592,6.47042558783703,0.0136994957838007,0.0814635969841856,"LK433_RS00030","LK433_RS00030"
"LK433_RS02470",0.446080779425274,6.16462624969197,6.44669485950353,0.0138644336903542,0.0822682315344306,"LK433_RS02470","LK433_RS02470"
"LK433_RS05485",-0.611269352350515,4.97310480750257,6.426141609299,0.0140089879339523,0.0829487409223575,"LK433_RS05485","LK433_RS05485"
"LK433_RS04110",-0.539409854810417,5.72109046055159,6.41440116193252,0.0140922765284291,0.0832643657860587,"LK433_RS04110","LK433_RS04110"
"LK433_RS05355",-1.34585163610816,2.77401083102918,6.39849245861046,0.0142059739282959,0.0837579397003772,"LK433_RS05355","LK433_RS05355"
"LK433_RS09600",-0.293907568789239,8.18685962530331,6.38528786475368,0.0143010840052528,0.0841400641580232,"LK433_RS09600","LK433_RS09600"
"LK433_RS00250",0.356744168889274,6.94148418683091,6.37730999662692,0.0143588739904054,0.0843014652671368,"LK433_RS00250","LK433_RS00250"
"LK433_RS12970",0.277131190837971,7.9849753018079,6.36578543060908,0.0144427931060379,0.0846152667836859,"LK433_RS12970","LK433_RS12970"
"LK433_RS12325",0.228079290374586,9.27477772093693,6.34470284875748,0.0145976602624489,0.0853425316817278,"LK433_RS12325","LK433_RS12325"
"LK433_RS09025",-0.320052444760705,7.30253382638798,6.32755791722952,0.0147249007609581,0.0859055659940767,"LK433_RS09025","LK433_RS09025"
"LK433_RS04520",0.194036056847878,9.44344847368635,6.31620813885796,0.014809779473082,0.0862196176032467,"LK433_RS04520","LK433_RS04520"
"LK433_RS06125",-0.344232581193584,7.06591245326036,6.30373122858528,0.0149036865498428,0.0865848065876853,"LK433_RS06125","LK433_RS06125"
"LK433_RS01550",-0.216876817497691,8.79192413057551,6.29449507332822,0.014973608945349,0.0868094197103012,"LK433_RS01550","LK433_RS01550"
"LK433_RS06415",-0.261625805688559,8.61960545164858,6.28260281032962,0.0150641523515429,0.0870959078353247,"LK433_RS06415","LK433_RS06415"
"LK433_RS06750",1.15257763701237,2.58405763940073,6.27977712210027,0.0150857514111599,0.0870959078353247,"LK433_RS06750","LK433_RS06750"
"LK433_RS07780",0.27377709847703,7.8442728407527,6.21818374180034,0.0155648174735576,0.0896753073113472,"LK433_RS07780","LK433_RS07780"
"LK433_RS01030",-0.254587568193678,8.29945242756539,6.21385339064392,0.0155991004120017,0.0896867533004735,"LK433_RS01030","LK433_RS01030"
"LK433_RS00340",-0.172862797619393,12.4685644270384,6.17898378483409,0.0159247326304698,0.0913697985843279,"LK433_RS00340","LK433_RS00340"
"LK433_RS04860",0.284068891186601,7.95440910904433,6.14788871316862,0.0161313650428032,0.0923645375749785,"LK433_RS04860","LK433_RS04860"
"LK433_RS12985",-0.586644555480927,4.9980675056363,6.13096425910812,0.0162710129462631,0.0929724340571452,"LK433_RS12985","LK433_RS12985"
"LK433_RS03215",0.234603067264321,8.32535558702612,6.11463425357947,0.0164069733588435,0.0932701035435679,"LK433_RS03215","LK433_RS03215"
"LK433_RS12955",-0.222980962052148,9.05295686446503,6.11339198182117,0.0164173655353975,0.0932701035435679,"LK433_RS12955","LK433_RS12955"
"LK433_RS13670",-0.43892777839179,6.20056388454448,6.11261514208922,0.0164238677107687,0.0932701035435679,"LK433_RS13670","LK433_RS13670"
"LK433_RS13460",0.701327300246254,4.28899564707569,6.08751814244395,0.0166354089061536,0.0942786337395682,"LK433_RS13460","LK433_RS13460"
"LK433_RS10350",0.36390213025993,7.3618646530685,6.08164459735585,0.0166853333991729,0.0943689834002099,"LK433_RS10350","LK433_RS10350"
"LK433_RS06400",-0.196476007039705,9.38975812310946,6.05328064184211,0.0169286742359306,0.0955506673845108,"LK433_RS06400","LK433_RS06400"
"LK433_RS13385",-0.487716573502941,5.67838305338685,6.03413479503099,0.0170950605376758,0.096294083393764,"LK433_RS13385","LK433_RS13385"
"LK433_RS04480",-0.525056783119032,5.05148762989385,6.02904828269685,0.0171395562346218,0.0963492867683093,"LK433_RS04480","LK433_RS04480"
"LK433_RS02685",-0.519781511997134,5.37992217920308,6.01713249333615,0.0172442755214882,0.0967421275215608,"LK433_RS02685","LK433_RS02685"
"LK433_RS00825",0.52731930242901,5.36611535576714,5.98707815223824,0.0175114335946534,0.0980428449442589,"LK433_RS00825","LK433_RS00825"
"LK433_RS02130",0.287575018705718,7.89239164621068,5.97173969149147,0.0176494721414264,0.0985734375633857,"LK433_RS02130","LK433_RS02130"
"LK433_RS11115",-0.333695261489381,6.81780771171228,5.96867452863465,0.0176771955011041,0.0985734375633857,"LK433_RS11115","LK433_RS11115"
"LK433_RS11540",-0.27052364954073,7.72138866355438,5.9528789401692,0.0178207971209307,0.0991750573242979,"LK433_RS11540","LK433_RS11540"
"LK433_RS02765",0.282200382496827,7.4085725560865,5.94177271998843,0.0179225088460738,0.099190762055719,"LK433_RS02765","LK433_RS02765"
"LK433_RS12345",0.411637726911501,6.30671645132472,5.94087304429486,0.0179307751357476,0.099190762055719,"LK433_RS12345","LK433_RS12345"
"LK433_RS14445",-0.267936285748565,8.50118011509132,5.94560022591724,0.0178873866873754,0.099190762055719,"LK433_RS14445","LK433_RS14445"
"LK433_RS06705",-0.226440552640023,9.09001323413089,5.93586123568704,0.0179768982740846,0.0992482037915165,"LK433_RS06705","LK433_RS06705"
"LK433_RS00335",0.221896191606554,8.90798419970435,5.91084793735068,0.0182089866601532,0.100131397931179,"LK433_RS00335","LK433_RS00335"
"LK433_RS07315",0.508872417759919,6.34831202172604,5.92773885449571,0.018181117058675,0.100131397931179,"LK433_RS07315","LK433_RS07315"
"LK433_RS08995",0.30266694040077,7.97050913462008,5.88594661316153,0.0184432038794627,0.101218927219897,"LK433_RS08995","LK433_RS08995"
"LK433_RS02480",-0.500151526216285,5.51452295407016,5.87655835543547,0.0185323380817843,0.101507500696479,"LK433_RS02480","LK433_RS02480"
"LK433_RS03245",0.193711633385555,10.1817155465685,5.86165175018057,0.0186748074466393,0.10208649661283,"LK433_RS03245","LK433_RS03245"
"LK433_RS00205",-0.495769374986575,5.55210008169615,5.85085214863919,0.0187787519234349,0.102453033578347,"LK433_RS00205","LK433_RS00205"
"LK433_RS00400",-0.204085878631234,9.78343704363515,5.81867462306461,0.0190921215962934,0.103958473868445,"LK433_RS00400","LK433_RS00400"
"LK433_RS13380",1.58273049668465,1.51424484913843,5.80834459070005,0.0191938997224128,0.104308139978748,"LK433_RS13380","LK433_RS13380"
"LK433_RS01840",0.219420326444498,8.98794350548804,5.79935617364587,0.0192829292553111,0.104587294027342,"LK433_RS01840","LK433_RS01840"
"LK433_RS00245",0.180641033570298,10.2968603178683,5.79376942337415,0.0193384869748569,0.104684168282997,"LK433_RS00245","LK433_RS00245"
"LK433_RS11855",0.249305686665131,8.42919982717514,5.76000038009835,0.0196779532347202,0.106314545005483,"LK433_RS11855","LK433_RS11855"
"LK433_RS01005",-0.260994327250157,8.01121351439988,5.74806156436649,0.0197994824142664,0.106368694767763,"LK433_RS01005","LK433_RS01005"
"LK433_RS05605",-0.402375627657671,6.15614405134488,5.74510363405888,0.019829715530088,0.106368694767763,"LK433_RS05605","LK433_RS05605"
"LK433_RS13450",-1.3585914848171,2.35852998633197,5.74398228437214,0.0198411897334177,0.106368694767763,"LK433_RS13450","LK433_RS13450"
"LK433_RS14065",-0.743318458416329,4.11083121456918,5.75467054624211,0.0197321089592769,0.106368694767763,"LK433_RS14065","LK433_RS14065"
"LK433_RS07560",1.19779941803427,2.24755680101698,5.7373375217496,0.019909327453819,0.106528328206658,"LK433_RS07560","LK433_RS07560"
"LK433_RS05070",0.173481058432345,9.43286135111926,5.70484086120345,0.020246167836533,0.108122323234716,"LK433_RS05070","LK433_RS05070"
"LK433_RS03930",-0.443682782572112,6.17827429803324,5.68530031409055,0.0204516312033669,0.108542402240437,"LK433_RS03930","LK433_RS03930"
"LK433_RS04175",-1.31664265201115,2.42720382044889,5.69297785774011,0.0203706403210805,0.108542402240437,"LK433_RS04175","LK433_RS04175"
"LK433_RS06955",-0.191929846239827,10.0171056243479,5.68288997872606,0.02047712867608,0.108542402240437,"LK433_RS06955","LK433_RS06955"
"LK433_RS08505",-0.291891663994125,7.57436464844747,5.68250790717274,0.0204811734872125,0.108542402240437,"LK433_RS08505","LK433_RS08505"
"LK433_RS01210",-0.221830323744703,8.72021770311672,5.66257279046214,0.0206934025083154,0.109458245267794,"LK433_RS01210","LK433_RS01210"
"LK433_RS08775",0.165514470277703,10.1833268667422,5.65442831345182,0.0207807815886527,0.109711464775073,"LK433_RS08775","LK433_RS08775"
"LK433_RS05620",0.176266151415487,9.4944009063372,5.64148632773896,0.020920441079955,0.110239212294184,"LK433_RS05620","LK433_RS05620"
"LK433_RS07350",-0.232715483770467,8.3712293779903,5.6319465247155,0.0210240271735182,0.110366206920341,"LK433_RS07350","LK433_RS07350"
"LK433_RS11895",0.645911868868027,4.93341371102196,5.63391099653697,0.0210026517354256,0.110366206920341,"LK433_RS11895","LK433_RS11895"
"LK433_RS11130",0.405929711879407,6.67539433001649,5.61975214535754,0.0211572340690578,0.11085592265995,"LK433_RS11130","LK433_RS11130"
"LK433_RS11085",-0.634629102244138,4.62957199204793,5.60600159334282,0.0213085198689178,0.111438342139331,"LK433_RS11085","LK433_RS11085"
"LK433_RS04240",0.29777800447304,7.11247746485149,5.59419648997732,0.0214393215440706,0.111892756942193,"LK433_RS04240","LK433_RS04240"
"LK433_RS07685",-0.669261331268496,5.81177838221909,5.68477165698523,0.0214759954808027,0.111892756942193,"LK433_RS07685","LK433_RS07685"
"LK433_RS03890",0.639290991238864,4.83113589797324,5.5514431074503,0.0219202435986324,0.113568127748885,"LK433_RS03890","LK433_RS03890"
"LK433_RS07990",0.218102224813822,8.59730733629492,5.55332149766484,0.0218988742232906,0.113568127748885,"LK433_RS07990","LK433_RS07990"
"LK433_RS11390",0.204144550124929,10.0511923247679,5.55853099481759,0.0218397249011473,0.113568127748885,"LK433_RS11390","LK433_RS11390"
"LK433_RS03290",0.402087316679336,6.37477364467401,5.51653017590534,0.0223215029209841,0.115431682703115,"LK433_RS03290","LK433_RS03290"
"LK433_RS06310",0.138798939377564,11.0277852150286,5.47535533298167,0.0228048255663023,0.117711897021601,"LK433_RS06310","LK433_RS06310"
"LK433_RS02310",-0.773623417056971,4.16727333720746,5.45055329670847,0.0231013387715413,0.11882619288367,"LK433_RS02310","LK433_RS02310"
"LK433_RS08215",0.492753714228817,5.31317783170875,5.45014273039257,0.0231062816554489,0.11882619288367,"LK433_RS08215","LK433_RS08215"
"LK433_RS00145",0.329428642039308,7.18118999457637,5.438037254876,0.0232525302182176,0.119357257700537,"LK433_RS00145","LK433_RS00145"
"LK433_RS13480",0.34152158740308,7.19211934683053,5.4080660916746,0.0236188861648998,0.121014108634551,"LK433_RS13480","LK433_RS13480"
"LK433_RS02900",0.159398214191563,9.97033427863252,5.3980287882644,0.0237429518313783,0.121425740765631,"LK433_RS02900","LK433_RS02900"
"LK433_RS09945",-0.254231371011431,8.40818375114788,5.37383459908504,0.0240448725228312,0.122743770213056,"LK433_RS09945","LK433_RS09945"
"LK433_RS05665",0.498112497797717,5.56010219415806,5.34847247155448,0.0243657749799209,0.124153682787597,"LK433_RS05665","LK433_RS05665"
"LK433_RS09685",0.440562880072348,6.09011493543196,5.33953997470095,0.0244798830790517,0.124506658077888,"LK433_RS09685","LK433_RS09685"
"LK433_RS11620",0.233142089501693,9.04929097637824,5.32808392369874,0.0246270646157343,0.124922225090918,"LK433_RS11620","LK433_RS11620"
"LK433_RS13070",0.376807703146774,6.61957352535768,5.32618447557519,0.0246515590024569,0.124922225090918,"LK433_RS13070","LK433_RS13070"
"LK433_RS10555",-0.224530871855573,8.39580989696996,5.31242853389671,0.02482972793003,0.12559590976629,"LK433_RS10555","LK433_RS10555"
"LK433_RS09835",-0.231531038980452,8.13094363723298,5.26134500390165,0.0255035099054027,0.128769540013279,"LK433_RS09835","LK433_RS09835"
"LK433_RS12975",0.221001276833671,7.94016781351572,5.25585548607788,0.0255770701923355,0.128906576994765,"LK433_RS12975","LK433_RS12975"
"LK433_RS12070",-0.19190761630862,8.94867149085222,5.25206500198288,0.0256279955730296,0.128929245844752,"LK433_RS12070","LK433_RS12070"
"LK433_RS00805",-0.397379222768855,6.10205244319961,5.24209257263564,0.0257624942875154,0.129199327764904,"LK433_RS00805","LK433_RS00805"
"LK433_RS04020",0.338299707549637,6.78376334392903,5.23956153384894,0.0257967505059338,0.129199327764904,"LK433_RS04020","LK433_RS04020"
"LK433_RS14930",2.20015905262969,0.864727971726481,5.24268603100272,0.0258212556390067,0.129199327764904,"LK433_RS14930","LK433_RS14930"
"LK433_RS14455",-0.184249682058989,9.15931803164721,5.22221180801831,0.0260328848650395,0.130023959119091,"LK433_RS14455","LK433_RS14455"
"LK433_RS02270",0.219991974995744,8.17679414237568,5.20810282693141,0.0262266161326901,0.130756396769265,"LK433_RS02270","LK433_RS02270"
"LK433_RS05225",-0.240825771572564,7.98774408149627,5.1942282694691,0.0264186331169245,0.131477677716307,"LK433_RS05225","LK433_RS05225"
